loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_state,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,exception_required,exception_type
LN0000036,2,2022-10,2022-08,2,178,185472.0,184192.43,5.992,<620,80-90%,36-43%,PA,Purchase,Primary,Manufactured,Servicer_B,Current,0,0,0,0,,2022-10-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000036,3,2022-11,2022-08,3,177,185472.0,183547.84,5.992,<620,80-90%,36-43%,PA,Purchase,Primary,Manufactured,Servicer_B,Current,0,0,0,0,,2022-11-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000036,4,2022-12,2022-08,4,176,185472.0,182900.04,5.992,<620,80-90%,36-43%,PA,Purchase,Primary,Manufactured,Servicer_B,Current,0,0,0,0,,2022-12-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000039,1,2021-04,2021-03,1,359,98440.0,98301.4,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-04-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,2,2021-05,2021-03,2,358,98440.0,98162.32,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-05-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,3,2021-06,2021-03,3,357,98440.0,98022.76,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-06-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,4,2021-07,2021-03,4,356,98440.0,97882.72,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-07-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,5,2021-08,2021-03,5,355,98440.0,97742.2,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-08-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,6,2021-09,2021-03,6,354,98440.0,97601.2,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-09-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,7,2021-10,2021-03,7,353,98440.0,97459.71,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-10-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,8,2021-11,2021-03,8,352,98440.0,97317.74,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-11-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,9,2021-12,2021-03,9,351,98440.0,97175.27,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2021-12-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,10,2022-01,2021-03,10,350,98440.0,97032.32,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-01-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,11,2022-02,2021-03,11,349,98440.0,96888.87,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-02-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,12,2022-03,2021-03,12,348,98440.0,96744.93,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-03-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,13,2022-04,2021-03,13,347,98440.0,96600.5,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-04-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,14,2022-05,2021-03,14,346,98440.0,96455.57,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-05-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,15,2022-06,2021-03,15,345,98440.0,96310.13,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-06-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,16,2022-07,2021-03,16,344,98440.0,96164.2,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-07-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,17,2022-08,2021-03,17,343,98440.0,96017.77,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-08-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,18,2022-09,2021-03,18,342,98440.0,95870.83,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-09-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,19,2022-10,2021-03,19,341,98440.0,95723.39,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-10-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,20,2022-11,2021-03,20,340,98440.0,95575.44,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-11-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000039,21,2022-12,2021-03,21,339,98440.0,95426.98,4.129,700-739,80-90%,20-28%,MD,Refinance,Second Home,Single Family,Servicer_D,Current,0,0,0,0,,2022-12-01,Ellie Mae,Missing Items,Current,0,0,0,0,0,
LN0000056,1,2022-02,2022-01,1,239,81135.0,80922.29,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-02-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000056,2,2022-03,2022-01,2,238,81135.0,80708.81,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-03-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000056,3,2022-04,2022-01,3,237,81135.0,80494.55,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-04-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000056,4,2022-05,2022-01,4,236,81135.0,80279.52,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-05-01,Encompass,Under Exception,Current,0,0,0,0,0,
LN0000056,5,2022-06,2022-01,5,235,81135.0,80063.71,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-06-01,Encompass,Under Exception,Current,0,0,1,0,0,
LN0000056,6,2022-07,2022-01,6,234,81135.0,79847.11,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-07-01,Encompass,Under Exception,Current,0,0,1,0,0,
LN0000056,7,2022-08,2022-01,7,233,81135.0,79629.74,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-08-01,Encompass,Under Exception,Current,0,0,1,0,0,
LN0000056,8,2022-09,2022-01,8,232,81135.0,79411.57,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-09-01,Encompass,Under Exception,Current,0,0,1,0,0,
LN0000056,9,2022-10,2022-01,9,231,81135.0,79192.62,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-10-01,Encompass,Under Exception,Current,0,0,1,0,0,
LN0000056,10,2022-11,2022-01,10,230,81135.0,78972.87,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-11-01,Encompass,Under Exception,Current,0,1,1,0,0,
LN0000056,11,2022-12,2022-01,11,229,81135.0,78752.32,4.347,780+,80-90%,20-28%,NJ,Purchase,Primary,Single Family,Servicer_D,Current,0,0,0,0,,2022-12-01,Encompass,Under Exception,Current,0,1,1,0,0,
LN0000081,1,2020-03,2020-02,1,239,69602.0,69423.24,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-03-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,2,2020-04,2020-02,2,238,69602.0,69243.81,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-04-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,3,2020-05,2020-02,3,237,69602.0,151940.14,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-05-01,CoreLogic,Complete,Current,0,0,0,0,1,Valuation Discrepancy
LN0000081,4,2020-06,2020-02,4,236,69602.0,68882.91,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-06-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,5,2020-07,2020-02,5,235,69602.0,68701.44,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-07-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,6,2020-08,2020-02,6,234,69602.0,68519.28,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-08-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,7,2020-09,2020-02,7,233,69602.0,68336.44,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-09-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,8,2020-10,2020-02,8,232,69602.0,68152.91,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-10-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,9,2020-11,2020-02,9,231,69602.0,67968.68,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-11-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,10,2020-12,2020-02,10,230,69602.0,67783.76,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2020-12-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,11,2021-01,2020-02,11,229,69602.0,67598.14,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-01-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,12,2021-02,2020-02,12,228,69602.0,67411.82,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-02-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,13,2021-03,2020-02,13,227,69602.0,67224.8,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-03-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,14,2021-04,2020-02,14,226,69602.0,67037.07,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-04-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,15,2021-05,2020-02,15,225,69602.0,66848.64,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-05-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,16,2021-06,2020-02,16,224,69602.0,66659.49,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-06-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,17,2021-07,2020-02,17,223,69602.0,66469.63,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-07-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,18,2021-08,2020-02,18,222,69602.0,66279.05,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-08-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,19,2021-09,2020-02,19,221,69602.0,66087.76,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-09-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,20,2021-10,2020-02,20,220,69602.0,65895.74,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-10-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,21,2021-11,2020-02,21,219,69602.0,65703.0,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-11-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,22,2021-12,2020-02,22,218,69602.0,65509.53,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2021-12-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,23,2022-01,2020-02,23,217,69602.0,65315.33,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-01-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,24,2022-02,2020-02,24,216,69602.0,65120.39,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-02-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,25,2022-03,2020-02,25,215,69602.0,64924.73,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-03-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,26,2022-04,2020-02,26,214,69602.0,64728.32,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-04-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,27,2022-05,2020-02,27,213,69602.0,64531.17,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-05-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,28,2022-06,2020-02,28,212,69602.0,64333.28,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-06-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,29,2022-07,2020-02,29,211,69602.0,64134.64,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-07-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,30,2022-08,2020-02,30,210,69602.0,63935.25,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-08-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,31,2022-09,2020-02,31,209,69602.0,63735.11,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-09-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,32,2022-10,2020-02,32,208,69602.0,63534.22,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-10-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,33,2022-11,2020-02,33,207,69602.0,63332.56,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-11-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000081,34,2022-12,2020-02,34,206,69602.0,63130.15,4.528,700-739,70-80%,>43%,WI,Purchase,Primary,Manufactured,Servicer_C,Current,0,0,0,0,,2022-12-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,1,2021-06,2021-05,1,359,67406.0,67306.54,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-06-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,2,2021-07,2021-05,2,358,67406.0,67206.76,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-07-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,3,2021-08,2021-05,3,357,67406.0,67106.65,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-08-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,4,2021-09,2021-05,4,356,67406.0,67006.23,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-09-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,5,2021-10,2021-05,5,355,67406.0,66905.48,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-10-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,6,2021-11,2021-05,6,354,67406.0,66804.4,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-11-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,7,2021-12,2021-05,7,353,67406.0,66703.0,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2021-12-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,8,2022-01,2021-05,8,352,67406.0,66601.28,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-01-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,9,2022-02,2021-05,9,351,67406.0,66499.22,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-02-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,10,2022-03,2021-05,10,350,67406.0,66396.84,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-03-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,11,2022-04,2021-05,11,349,67406.0,66294.13,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-04-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,12,2022-05,2021-05,12,348,67406.0,66191.09,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-05-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,13,2022-06,2021-05,13,347,67406.0,66087.71,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-06-01,CoreLogic,Complete,Current,0,0,0,0,0,
LN0000093,14,2022-07,2021-05,14,346,67406.0,65984.0,3.866,700-739,60-70%,28-36%,MI,Refinance,Second Home,Single Family,Servicer_A,Current,0,0,0,0,,2022-07-01,CoreLogic,Complete,Current,0,0,0,0,0,
